name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
You Made Me Love You,0.669,0.447,8,-5.882,0,0.0389,0.247,0.0,0.0345,0.648,111.858,274987
Forever,0.651,0.436,10,-8.577,1,0.0341,0.279,0.0,0.176,0.311,140.072,246800
Dream Girl,0.766,0.49,1,-6.026,1,0.109,0.226,0.0,0.115,0.619,89.982,237440
Ignition,0.802,0.325,10,-9.762,0,0.15,0.338,0.0,0.0897,0.73,66.493,196240
Ignition - Remix,0.795,0.523,1,-7.165,1,0.0423,0.061,0.0,0.0914,0.855,133.024,186067
Forever More,0.729,0.36,7,-8.319,1,0.0451,0.0708,1.57e-05,0.0775,0.402,71.468,213933
You Knock Me Out,0.942,0.447,8,-7.793,0,0.0417,0.279,0.0,0.0423,0.948,124.959,250320
Step In the Name of Love - Remix,0.775,0.53,1,-6.564,0,0.119,0.2,0.0,0.231,0.775,94.985,432147
Imagine That,0.641,0.552,10,-5.885,0,0.0551,0.0494,0.0,0.105,0.547,124.69,278667
Showdown (feat. Ronald Isley),0.719,0.555,9,-9.371,0,0.433,0.37,0.0,0.127,0.427,80.47,474160
Snake (feat. Big Tigger),0.639,0.807,5,-6.566,0,0.261,0.127,0.0,0.093,0.793,122.18,291867
Who's That (feat. Fat Joe) - Edited,0.798,0.76,10,-4.762,0,0.0575,0.0892,0.0,0.15,0.922,95.011,213093
TP-2,0.816,0.486,6,-8.181,1,0.0637,0.0679,1.03e-05,0.085,0.903,94.078,139227
Strip For You,0.801,0.427,3,-7.802,0,0.0487,0.332,4.31e-06,0.0784,0.642,138.134,250040
R&B Thug,0.771,0.556,6,-7.665,0,0.101,0.227,3.98e-06,0.276,0.657,87.877,243667
The Greatest Sex,0.316,0.388,1,-9.744,1,0.0478,0.272,0.0,0.118,0.105,178.153,279267
I Don't Mean It,0.691,0.577,1,-6.992,1,0.0512,0.172,0.0,0.0732,0.466,123.056,259000
Just Like That,0.694,0.502,8,-5.689,1,0.0373,0.323,0.0,0.221,0.41,77.122,274293
Like a Real Freak,0.71,0.682,9,-6.729,0,0.111,0.571,1.05e-05,0.0843,0.561,83.923,274040
Fiesta - Album Version (Street),0.857,0.497,7,-6.078,1,0.128,0.0615,0.0,0.283,0.423,94.938,196760
Don't You Say No,0.89,0.27,9,-7.504,0,0.048,0.104,0.0,0.0457,0.76,110.012,246933
The Real R. Kelly,0.306,0.594,0,-12.93,1,0.705,0.836,0.0,0.951,0.349,207.59,54200
One Me,0.769,0.396,7,-7.508,0,0.0395,0.198,0.0,0.124,0.406,128.185,233573
I Wish,0.42,0.463,6,-9.056,1,0.12,0.068,0.0,0.119,0.659,78.83,334000
A Woman's Threat,0.72,0.323,3,-8.741,0,0.041,0.0585,2.01e-06,0.054,0.332,137.931,355093
I Decided,0.67,0.471,3,-6.468,0,0.0343,0.462,0.0,0.104,0.214,123.762,252267
I Mean (I Don't Mean It),0.721,0.633,10,-6.39,0,0.0555,0.206,3.45e-06,0.076,0.696,80.466,205440
I Wish - Remix (To the Homies That We Lost),0.605,0.521,6,-8.961,1,0.0867,0.284,0.0,0.0957,0.295,85.04,317893
All I Really Want,0.742,0.491,1,-7.35,0,0.0474,0.0715,0.00502,0.185,0.727,82.981,239307
Feelin' On Yo Booty,0.737,0.258,10,-7.784,1,0.0528,0.259,2.71e-06,0.101,0.83,61.028,245867
The Storm Is Over Now,0.653,0.555,7,-6.712,0,0.0354,0.382,0.0,0.101,0.455,78.085,272160
TP-2,0.81,0.5,10,-8.395,0,0.0764,0.0577,7.99e-05,0.0929,0.887,94.012,139067
Strip For You,0.805,0.424,3,-7.807,0,0.0526,0.307,2.22e-06,0.0743,0.642,138.076,250000
R&B Thug,0.759,0.536,6,-7.846,0,0.128,0.298,8.79e-06,0.167,0.665,87.958,243693
The Greatest Sex,0.58,0.386,1,-9.689,1,0.0346,0.252,0.0,0.113,0.109,126.348,279267
I Don't Mean It,0.699,0.585,1,-6.786,1,0.0583,0.123,0.0,0.0779,0.442,123.018,257973
Just Like That,0.689,0.505,5,-5.685,0,0.0358,0.313,0.0,0.125,0.388,77.13,274267
Like a Real Freak,0.719,0.676,9,-6.951,0,0.104,0.58,8.73e-06,0.0808,0.512,83.933,274067
Fiesta,0.854,0.494,7,-4.901,1,0.114,0.039,0.0,0.119,0.41,94.891,196773
Don't You Say No,0.894,0.262,9,-7.645,0,0.0501,0.113,0.0,0.042,0.767,109.996,246933
The Real R. Kelly,0.323,0.576,7,-13.049,1,0.508,0.886,0.0,0.947,0.399,168.227,54200
One Me,0.77,0.401,7,-7.529,0,0.0388,0.202,0.0,0.0964,0.437,128.198,233560
I Wish - Radio Edit,0.563,0.463,6,-9.085,1,0.0966,0.0312,0.0,0.285,0.621,79.07,334000
A Woman's Threat - Radio Edit,0.727,0.323,3,-8.94,0,0.0379,0.0568,2.58e-06,0.0559,0.357,137.936,355107
I Decided,0.659,0.473,3,-6.456,0,0.0349,0.432,0.0,0.0734,0.221,123.84,252267
I Mean (I Don't Mean It),0.727,0.574,10,-6.439,0,0.0617,0.183,2.95e-06,0.0701,0.671,80.47,205000
I Wish - Remix (To The Homies That We Lost),0.633,0.495,6,-9.369,1,0.094,0.196,0.0,0.132,0.261,84.997,317933
All I Really Want,0.732,0.502,1,-7.384,0,0.0489,0.0659,0.00762,0.0889,0.697,82.978,239293
Feelin' On Yo Booty,0.736,0.267,0,-7.799,0,0.0589,0.246,5.27e-06,0.102,0.817,61.031,245867
The Storm Is Over Now,0.656,0.56,10,-6.759,1,0.0353,0.363,0.0,0.112,0.485,78.149,272373
Home Alone (feat. Keith Murray),0.887,0.643,4,-2.578,0,0.214,0.0447,0.0,0.132,0.513,99.533,299560
Spendin' Money,0.824,0.696,1,-5.179,0,0.0377,0.0896,6.15e-06,0.151,0.896,101.289,294333
If I'm Wit You,0.804,0.661,6,-5.245,0,0.0603,0.0331,1.09e-05,0.0672,0.611,95.184,272200
Half On a Baby - Radio Version,0.738,0.521,8,-5.49,0,0.0399,0.463,2.36e-05,0.0757,0.552,114.006,295773
When a Woman's Fed Up,0.682,0.579,2,-6.526,0,0.101,0.467,2.21e-06,0.0952,0.712,76.915,278760
Get Up On a Room,0.75,0.375,6,-7.272,1,0.0389,0.351,1.08e-06,0.0604,0.494,107.863,250840
One Man,0.824,0.463,5,-7.003,1,0.0615,0.229,0.0,0.598,0.578,115.754,297200
"We Ride (feat. Cam'ron, Noreaga, Jay-Z & Vegas Cats)",0.797,0.598,5,-10.16,0,0.201,0.195,5.97e-06,0.0979,0.65,90.577,290200
The Opera,0.414,0.307,8,-10.71,0,0.0498,0.962,0.00276,0.729,0.55,123.497,83893
The Interview (feat. Suzanne LeMignot),0.51,0.809,2,-11.978,1,0.663,0.779,0.0,0.924,0.567,93.918,93000
Only the Loot Can Make Me Happy,0.777,0.624,7,-5.018,1,0.0388,0.00388,0.00377,0.152,0.64,98.378,298040
Don't Put Me Out,0.813,0.325,9,-7.795,0,0.0785,0.683,0.000282,0.287,0.616,127.565,321760
Suicide,0.678,0.408,6,-6.683,1,0.0425,0.454,0.0,0.258,0.458,112.153,319907
Etcetera,0.741,0.347,0,-6.041,1,0.031,0.694,0.0,0.17,0.633,111.824,252493
If I Could Turn Back the Hands of Time,0.505,0.411,8,-8.273,1,0.0255,0.677,1.23e-05,0.0605,0.124,80.948,378573
What I Feel / Issues,0.679,0.491,9,-5.974,0,0.0388,0.829,0.0,0.704,0.521,108.85,285427
The Chase,0.342,0.958,8,-11.008,0,0.299,0.829,0.000299,0.542,0.0393,99.056,165933
V.I.P.,0.824,0.436,7,-7.788,0,0.047,0.0598,0.0,0.178,0.888,124.196,256600
Did You Ever Think,0.706,0.819,6,-4.736,0,0.0489,0.0839,0.00152,0.0774,0.947,94.955,272400
Dollar Bill,0.881,0.664,1,-4.285,1,0.31,0.0563,0.0,0.13,0.893,90.49,262667
Reality,0.781,0.485,6,-6.153,0,0.0574,0.642,9.05e-06,0.131,0.617,137.37,284400
2nd Kelly,0.829,0.363,1,-10.678,1,0.0817,0.148,1.87e-06,0.11,0.388,115.619,303200
Ghetto Queen (feat. Crucial Conflict),0.862,0.578,11,-5.559,1,0.0603,0.00533,0.0,0.0739,0.309,129.969,260027
Down Low Double Life,0.822,0.575,8,-6.109,0,0.0595,0.444,1.47e-05,0.119,0.649,111.899,300267
Looking for Love,0.385,0.402,11,-8.99,0,0.0578,0.803,4.82e-05,0.16,0.434,202.735,277400
Dancing With a Rich Man,0.688,0.726,5,-5.858,0,0.0368,0.237,0.0308,0.0912,0.34,99.927,210067
I'm Your Angel (with Céline Dion),0.62,0.504,0,-7.26,1,0.0301,0.669,0.0,0.11,0.266,112.681,332067
Money Makes The World Go Round,0.823,0.626,7,-6.577,1,0.0789,0.00824,0.0244,0.107,0.6,101.05,250040
I Believe I Can Fly,0.55,0.444,7,-7.588,1,0.0292,0.241,0.0,0.187,0.0438,120.179,320667
Intro - The Sermon,0.47,0.64,11,-8.202,1,0.199,0.109,0.0,0.427,0.375,86.998,201240
Hump Bounce,0.687,0.482,8,-10.603,0,0.0485,0.0662,0.000753,0.333,0.802,87.291,246293
Not Gonna Hold On,0.733,0.354,1,-10.244,1,0.0488,0.0365,0.0209,0.0436,0.776,89.562,243933
You Remind Me of Something,0.631,0.536,6,-7.194,1,0.0586,0.591,0.0,0.108,0.829,59.999,249920
Step In My Room,0.642,0.417,2,-8.615,1,0.0351,0.164,0.00581,0.206,0.387,77.979,227933
"Baby, Baby, Baby, Baby, Baby...",0.73,0.294,1,-8.819,1,0.0478,0.368,1.4e-05,0.211,0.271,55.965,259600
(You To Be) Be Happy (feat. The Notorious B.I.G.),0.861,0.257,5,-10.913,0,0.19,0.0291,0.0,0.0773,0.74,91.669,276493
Down Low (Nobody Has to Know) (feat. Ronald Isley & Ernie Isley),0.603,0.417,10,-9.408,0,0.0273,0.282,0.000183,0.0651,0.172,107.72,288507
I Can't Sleep Baby (If I),0.701,0.515,4,-7.899,0,0.0326,0.23,0.0,0.262,0.232,120.202,330720
Thank God It's Friday,0.727,0.476,1,-9.57,0,0.116,0.0262,0.000563,0.0892,0.523,96.08,233547
Love Is On The Way,0.782,0.456,6,-9.32,1,0.0843,0.297,5.1e-05,0.0891,0.714,89.832,181787
Heaven If You Hear Me,0.286,0.371,0,-9.189,0,0.0433,0.691,0.0,0.119,0.359,99.176,57093
Religious Love,0.566,0.43,6,-11.62,1,0.0405,0.502,2.53e-05,0.123,0.447,73.02,251707
Tempo Slow,0.618,0.402,1,-11.349,1,0.0299,0.58,0.0119,0.348,0.295,105.803,250093
As I Look Into My Life,0.64,0.223,2,-13.484,1,0.599,0.669,0.0,0.168,0.364,101.501,89973
Trade In My Life,0.419,0.582,1,-6.749,0,0.0609,0.0556,0.0,0.0746,0.262,123.447,380907
Your Body's Callin',0.658,0.55,9,-6.705,1,0.0302,0.457,0.000728,0.114,0.727,168.289,277493
Bump n' Grind,0.621,0.481,11,-8.016,1,0.0371,0.0984,0.0,0.241,0.679,65.004,256133
Homie Lover Friend,0.853,0.688,1,-6.19,0,0.271,0.664,5.65e-05,0.13,0.603,96.943,262373
It Seems Like You're Ready,0.714,0.371,1,-11.052,0,0.0305,0.12,0.0,0.104,0.343,115.927,338160
Freak Dat Body,0.872,0.578,10,-7.501,0,0.0739,0.011,0.00191,0.0596,0.36,99.907,224027
I Like The Crotch On You,0.531,0.512,7,-9.644,1,0.684,0.144,5.32e-05,0.14,0.131,201.496,397333
Summer Bunnies,0.686,0.806,6,-6.828,0,0.298,0.317,0.0,0.0387,0.695,191.768,254507
For You,0.637,0.49,1,-10.809,1,0.0287,0.321,0.0,0.159,0.472,77.919,301493
Back To The Hood Of Things,0.896,0.753,6,-6.735,0,0.251,0.137,5.17e-06,0.335,0.522,98.389,232173
Sadie,0.565,0.487,6,-10.706,0,0.0557,0.247,0.0,0.134,0.443,161.811,270333
Sex Me (Part I) / Sex Me (Part II),0.709,0.475,1,-10.824,1,0.131,0.116,0.0,0.208,0.527,125.819,687493
Untitled Song,0.657,0.382,4,-11.215,1,0.0382,0.486,0.0,0.0813,0.343,127.934,354333
She's Loving Me,0.837,0.665,10,-12.258,0,0.0616,0.0253,0.0,0.0909,0.366,109.065,216627
She's Got That Vibe,0.801,0.693,1,-10.239,1,0.073,0.0504,0.0,0.168,0.742,113.137,274133
Definition Of A Hotti,0.531,0.709,10,-11.175,0,0.393,0.052,0.0,0.109,0.644,161.958,263507
I Know What You Need,0.773,0.668,8,-11.171,1,0.084,0.0204,0.0,0.0522,0.672,107.193,210533
Keep It Street,0.806,0.597,6,-10.079,1,0.153,0.00058,1.18e-06,0.0494,0.653,112.949,235333
Born Into The 90's,0.762,0.598,2,-12.499,1,0.167,0.177,0.0,0.311,0.767,91.14,280507
Slow Dance,0.746,0.447,10,-10.126,0,0.0325,0.12,0.0,0.112,0.649,119.87,304600
Dedicated,0.677,0.495,8,-10.482,1,0.0263,0.139,8.21e-06,0.0351,0.45,136.136,277907
Honey Love,0.67,0.518,4,-8.887,1,0.0443,0.132,0.0,0.108,0.53,71.017,304733
Hangin' Out,0.729,0.678,8,-8.784,0,0.0694,0.0747,0.0,0.451,0.755,109.023,247800
Hey Love (Can I Have A Word) (feat. Mr. Lee),0.763,0.667,5,-8.588,1,0.0547,0.0387,0.0,0.0556,0.703,94.52,200240
Intro,0.556,0.61,11,-5.471,0,0.386,0.0166,0.0,0.301,0.876,70.612,38064
Twerk (feat. French Montana & Slim Dunkin),0.726,0.767,0,-3.61,0,0.277,0.118,0.0,0.691,0.4,71.041,215592
"Black (feat. French Montana, Slim Dunkin & Chinx Drugz)",0.581,0.865,1,-3.808,1,0.4,0.000873,0.0,0.163,0.353,144.581,246216
Plane Tickets (feat. French Montana),0.677,0.681,8,-3.045,0,0.129,0.00295,0.0,0.222,0.348,141.016,203832
1230 (feat. French Montana),0.688,0.764,8,-5.112,0,0.0687,5.8e-05,0.0,0.481,0.648,144.05,147216
Weed and Drinks (feat. French Montana & Chinx Drugz),0.717,0.86,5,-1.858,0,0.38,0.0452,0.0,0.828,0.804,140.198,151080
Call It Dat (feat. French Montana),0.446,0.74,10,-1.318,0,0.121,0.0145,0.0,0.183,0.727,145.396,158832
"Wingz (feat. French Montana, Trouble & Chinx Drugz)",0.414,0.96,7,-1.396,0,0.321,0.19,0.0,0.349,0.333,105.842,268704
Top Back (feat. French Montana),0.628,0.898,9,-1.794,1,0.182,0.000232,0.0,0.835,0.404,140.82,191208
We Mobb (feat. French Montana & Prodigy),0.851,0.706,10,-5.064,0,0.252,0.217,0.0,0.16,0.592,92.133,180576
Dat All (feat. French Montana),0.621,0.823,10,-3.669,1,0.0733,0.112,0.0,0.151,0.636,155.075,204576
I Want It (feat. French Montana & Chinx Drugz),0.646,0.846,0,-2.324,1,0.114,0.00706,0.0,0.184,0.579,129.949,265872
Still (feat. French Montana),0.631,0.901,1,-3.324,1,0.165,0.000368,0.0,0.105,0.335,152.054,169800
Wavy (feat. French Montana),0.688,0.544,2,-5.307,1,0.121,0.0267,0.0,0.189,0.176,81.079,155424
Move That Cane (feat. French Montana),0.733,0.569,1,-5.729,1,0.0818,0.00705,0.0,0.124,0.362,61.029,220056
Promise (feat. French Montana),0.522,0.772,5,-3.854,1,0.33,0.176,0.0,0.109,0.452,74.547,213120
"True Blood Intro (feat. Jon Geezy, DJ Scream & DJ Spinz)",0.522,0.732,9,-6.385,1,0.527,0.148,0.0,0.653,0.489,79.82,113784
Jon Geezy Speaks (feat. Jon Geezy),0.687,0.19,8,-9.998,1,0.812,0.661,0.0,0.185,0.775,68.73,34728
Atlanta Got A Problem (feat. Jon Geezy),0.676,0.666,8,-7.89,1,0.172,0.0142,0.0,0.386,0.156,73.97,208296
Ego (feat. Jon Geezy & Parlae),0.532,0.509,9,-5.486,1,0.266,0.0124,0.0,0.341,0.182,67.517,227136
"Face Hot (feat. Jon Geezy, Lil Hot & Parlae)",0.7,0.637,1,-5.439,0,0.327,0.0725,0.0,0.405,0.566,140.039,247056
These Niggaz (feat. Jon Geezy & Kollosus The Judge),0.593,0.814,11,-5.666,1,0.262,0.16,0.0,0.661,0.565,143.977,226608
Coulda Been (feat. Jon Geezy),0.627,0.812,8,-5.188,1,0.17,0.012,0.0,0.621,0.29,147.07,183336
True Blood Interlude (feat. Jon Geezy),0.725,0.237,7,-9.982,1,0.94,0.575,0.0,0.526,0.662,72.902,37992
"We Got It (feat. Jon Geezy, Frenchie & Parlae)",0.607,0.905,11,-2.445,0,0.0518,0.0385,0.0,0.409,0.621,159.056,206640
Gangbang Muzik (feat. Jon Geezy),0.513,0.751,11,-4.553,0,0.135,0.000116,0.0,0.792,0.276,158.032,145776
Red Rag Blue Rag Interlude (feat. Jon Geezy),0.765,0.214,1,-10.495,0,0.834,0.78,0.0,0.349,0.725,92.557,44208
They Want Me Dead (feat. Jon Geezy & Supplya),0.571,0.722,6,-6.769,0,0.256,0.187,0.0,0.644,0.579,139.981,260136
Hard N Da Paint,0.537,0.796,11,-3.075,1,0.102,0.00641,0.0,0.362,0.383,71.479,216895
DJ Scream Speaks (feat. DJ Scream),0.363,0.649,11,-4.245,1,0.0543,7.14e-06,4.17e-05,0.281,0.381,143.115,40176
True Blood Outro (feat. Jon Geezy),0.772,0.179,11,-9.504,0,0.892,0.8,0.0,0.151,0.682,63.537,37608
Pour A 4 (feat. Jon Geezy & Doeshun),0.68,0.777,5,-7.351,1,0.348,0.154,0.0,0.319,0.723,140.083,205872
Fuck Nigga,0.788,0.702,1,-3.509,1,0.177,0.00812,0.0,0.211,0.282,119.952,258064
Cook Jug (feat. Young Scooter),0.692,0.584,11,-5.886,1,0.131,0.0468,0.0,0.117,0.217,145.061,199053
Lottery,0.687,0.511,2,-5.532,1,0.0738,0.213,0.0,0.169,0.371,127.871,198844
Ain't No Problems (feat. Young Thug & Judo),0.681,0.639,1,-4.846,1,0.0414,0.000697,0.0,0.11,0.214,140.007,246936
How I'm Rockin,0.62,0.838,2,-3.835,1,0.183,0.0177,0.0,0.0942,0.67,129.954,182674
Off The Chain (feat. Chaz Gotti),0.836,0.746,9,-5.443,1,0.0564,0.0177,0.0,0.328,0.697,141.081,197512
Word To The Wise,0.832,0.833,11,-6.543,1,0.144,0.101,0.0,0.141,0.632,117.97,205923
Real Nigga Love (feat. Too $hort),0.896,0.575,1,-5.27,1,0.0634,0.0692,3.26e-06,0.113,0.328,95.022,233482
Ghetto Child (feat. Gepetto),0.685,0.576,0,-6.354,1,0.338,0.68,0.0,0.112,0.627,93.004,152320
Work It Like A Pro (feat. Giggs),0.81,0.607,7,-6.153,1,0.206,0.104,0.0,0.112,0.681,130.975,185088
Knowledge God (feat. Macon Hamilton),0.607,0.549,1,-6.443,1,0.35,0.038,0.0,0.22,0.671,181.033,227056
Bringing Gangsta Back,0.565,0.785,11,-7.117,1,0.109,0.27,0.0,0.115,0.499,139.755,176065
Rap Game Stressful,0.665,0.7,1,-5.423,1,0.0354,0.228,0.0,0.167,0.254,119.985,211513
Gun Clappin' (feat. Bo Deal),0.768,0.716,1,-6.307,1,0.214,0.0758,0.0,0.224,0.504,137.001,197355
Flight To The Motherland (feat. YG Hootie),0.743,0.458,1,-8.112,1,0.249,0.0737,0.0,0.353,0.127,139.93,147586
GD's & Bloods (feat. Ceddy Lo),0.634,0.682,0,-7.634,1,0.0531,0.00118,0.0,0.123,0.246,120.106,272300
To The Roof (feat. Gucci Mane),0.583,0.618,2,-7.705,0,0.123,0.0453,0.0,0.11,0.346,149.982,101224
Block-N-Roll (feat. Blair Maxberry),0.388,0.899,4,-2.625,0,0.235,0.0124,0.0,0.389,0.725,126.64,241972
Everything Bricksquad,0.716,0.831,7,-7.145,1,0.28,0.0184,0.0,0.283,0.608,139.986,320758
Head First,0.787,0.654,1,-6.758,0,0.339,0.532,0.0,0.295,0.603,151.054,315977
Wats Banging (feat. Tay Beatz & Gorilla Zoe),0.778,0.509,8,-6.485,1,0.111,0.0255,0.0,0.311,0.256,138.091,285910
Right Now (feat. Fetti Gang),0.613,0.674,11,-6.468,1,0.162,0.0681,0.0,0.115,0.611,151.03,299807
Rollin (feat. Gunplay),0.657,0.718,2,-7.014,1,0.179,0.0585,0.0,0.361,0.497,142.913,272797
They On My Dick (feat. LA The Boomman & Lil Chuckee),0.547,0.804,9,-6.89,0,0.0474,0.085,0.0,0.326,0.292,143.118,191765
More (feat. Snypa Ryfle & Smeezee),0.675,0.724,1,-5.794,1,0.0561,0.0225,0.0,0.323,0.159,140.062,287843
Drunk Gorilla (feat. Stunna Mane & Project Pat),0.743,0.722,11,-6.787,0,0.295,0.014,3.6e-06,0.362,0.551,150.017,186958
This Is What I Do (feat. Gucci Mane & OJ Da Juiceman),0.791,0.832,7,-4.689,1,0.219,0.0227,0.0,0.446,0.443,129.995,286798
Kung Fu Purp (feat. Young Dose),0.764,0.647,1,-8.337,0,0.401,0.588,0.0,0.394,0.715,151.033,172069
White Boy Wasted (feat. Yung Gwapa),0.725,0.89,6,-5.129,1,0.0371,0.028,0.0,0.252,0.785,139.001,235938
Still Standing,0.709,0.534,10,-7.291,0,0.099,0.0394,0.0,0.0951,0.118,141.885,180114
Rumors,0.764,0.736,10,-6.61,0,0.293,0.224,0.0,0.369,0.533,133.055,211174
Wildout,0.807,0.494,2,-7.734,1,0.0524,0.00378,0.0,0.41,0.284,134.971,221962
Grind Stunt Go Hard,0.806,0.743,6,-6.218,0,0.211,0.0681,0.0,0.086,0.751,139.941,248790
Money Maker,0.829,0.725,10,-2.851,0,0.126,0.174,0.0,0.102,0.726,153.01,246335
I Be Talking Gwap (feat. Lil Capp & B Smeezy),0.667,0.655,9,-6.695,1,0.0873,0.0111,0.0,0.506,0.657,140.118,247745
Why They Hatin On Me,0.512,0.804,1,-4.351,1,0.0409,0.0449,0.0,0.384,0.27,75.019,236147
Bricksquad Trappin (feat. OJ Da Juiceman),0.734,0.731,11,-5.609,1,0.0622,0.0386,0.0,0.329,0.391,144.069,200777
Hard Work Pays Off (feat. Lil Capp & Bootz),0.73,0.657,1,-7.135,1,0.303,0.115,0.0,0.206,0.787,140.004,318877
Bout A Dollar (feat. David Blayne),0.783,0.537,8,-8.102,0,0.0407,0.00614,0.0,0.215,0.185,139.985,303673
Uh Huh,0.434,0.649,1,-7.457,1,0.131,0.000717,0.0,0.391,0.253,134.486,319791
"Fight (feat. Slim Dunkin, Kebo Gotti & Lil Capp)",0.517,0.511,6,-10.186,1,0.0335,0.000796,0.0,0.557,0.603,126.052,307252
Dear Diary (feat. Gucci Mane & OJ Da Juiceman),0.775,0.702,1,-3.644,1,0.3,0.0978,0.0,0.264,0.723,74.032,213525
Pockets On Gas Light (feat. Eldorado Red),0.749,0.682,1,-6.355,1,0.239,0.00828,0.0,0.053,0.62,139.923,280555
I Can't Stand You,0.757,0.451,1,-8.462,1,0.364,0.0515,0.0,0.0825,0.425,140.053,228336
Keep It 100 (feat. Sean Teezy),0.773,0.585,1,-7.633,1,0.216,0.00177,0.0,0.324,0.184,133.476,219533
"To Da Max (feat. Sean Teezy, Travis Porter, Kid & Roscoe Dash)",0.679,0.868,11,-5.834,0,0.261,0.00915,0.0,0.182,0.656,140.096,241946
You The Type (feat. Wooh Da Kid),0.828,0.645,2,-6.418,1,0.224,0.0256,0.0,0.0749,0.523,140.051,251899
Call Me Inky (feat. Wooh Da Kid & Slim Dunkin),0.832,0.567,2,-5.195,1,0.0497,0.121,0.0,0.397,0.388,129.971,286328
Tyler Perry (feat. Slim Dunkin),0.767,0.605,8,-12.258,1,0.344,0.00579,0.0,0.388,0.478,141.945,203737
Magic City,0.808,0.537,9,-6.059,0,0.0606,0.0634,0.0,0.459,0.472,120.023,276872
"Turnt Up Niggaz (feat. Fetti Gang, YG Hootie & P Smurf)",0.653,0.698,0,-7.002,1,0.199,0.0531,0.0,0.127,0.351,130.059,261930
King Of The Jungle (feat. Wooh Da Kid),0.777,0.529,9,-6.467,1,0.316,0.0957,0.0,0.393,0.387,70.465,177110
2 Timer (feat. YG Hootie & Eldorado Red),0.858,0.482,11,-7.297,1,0.327,0.00951,0.0,0.352,0.509,139.997,250253
Money Calculating (feat. Ice Burgandy & D-Bo),0.704,0.783,8,-6.086,0,0.0778,0.108,0.0,0.0826,0.568,139.0,291396
You A Lie (feat. Wooh Da Kid & Slim Dunkin),0.852,0.41,11,-8.671,0,0.23,0.0461,0.0,0.107,0.21,73.524,215954
D Bo (feat. YG Hootie & Mouse),0.732,0.612,10,-6.019,1,0.119,0.0794,0.0,0.331,0.36,140.04,238629
Love Me Or Hate Me (feat. French Montana & Ice Burgandy),0.572,0.857,7,-5.367,0,0.0716,0.00547,0.0,0.377,0.685,138.887,208248
All I Ever Wanted (feat. Wooh Da Kid & Slim Dunkin),0.744,0.564,8,-7.42,1,0.288,0.175,0.0,0.22,0.296,143.952,241032
Side 2 Side (feat. Chill Will),0.662,0.642,10,-6.017,0,0.0552,0.136,0.0,0.0726,0.559,141.019,209816
"Lord Tell Me Where I'm Going (feat. Nino Cahootz, YG Hootie & P Smurf)",0.484,0.52,1,-6.007,0,0.0748,0.000883,0.0,0.0989,0.0531,139.938,212846
Go To War With You,0.636,0.62,11,-7.319,1,0.142,0.0929,0.0,0.113,0.446,144.766,239804
Real Nigga No Flex,0.743,0.687,2,-4.953,1,0.272,0.0509,0.0,0.427,0.514,142.993,142602
Ball Hard (feat. Young Sizzle),0.793,0.583,8,-5.818,1,0.287,0.00278,0.0,0.342,0.342,162.07,153313
How You Say (feat. Young Sizzle),0.728,0.644,1,-5.734,1,0.315,0.0118,0.0,0.196,0.138,152.824,221910
One Eyed Shooter (feat. Young Sizzle),0.754,0.829,10,-5.768,0,0.054,0.00129,0.0,0.303,0.266,163.875,216320
FlockaSizzle Freestyle (feat. Young Sizzle),0.837,0.725,10,-4.296,0,0.0532,0.11,0.000112,0.202,0.298,140.036,165329
Get Whacked (feat. Young Sizzle),0.72,0.749,1,-4.159,1,0.339,0.154,0.0,0.126,0.218,136.864,189205
All I Know,0.466,0.677,8,-5.541,0,0.0572,0.0158,1e-05,0.373,0.213,130.109,184947
Workin' Wit A Check (feat. Young Sizzle & Chaz Gotti),0.757,0.751,1,-5.42,1,0.301,0.00744,0.0,0.0828,0.238,155.96,242599
What's A Party (feat. Young Sizzle),0.752,0.426,9,-6.5,1,0.257,0.023,0.0,0.205,0.158,142.002,205113
Ain't Shit Sweet (feat. Young Sizzle),0.814,0.684,1,-2.99,1,0.0923,0.0302,3.71e-06,0.243,0.113,129.978,213316
New Year (feat. Young Sizzle),0.803,0.801,1,-4.142,1,0.239,0.167,0.0,0.591,0.313,128.024,155011
Timeline (feat. Young Sizzle),0.833,0.6,6,-5.741,1,0.371,0.00909,0.0,0.407,0.534,140.017,174655
Chill Baby (feat. Young Sizzle),0.759,0.713,8,-5.295,1,0.06,0.0449,4.01e-05,0.145,0.316,153.017,152189
Hype,0.752,0.844,7,-5.385,1,0.394,0.116,0.0,0.305,0.644,130.223,157727
Outro,0.649,0.49,11,-6.059,0,0.425,0.41,0.0,0.233,0.358,141.563,37460
Head First,0.801,0.837,8,-6.52,1,0.284,0.0897,0.0,0.103,0.844,146.053,281469
Wats Banging (feat. Tay Beatz & Gorilla Zoe),0.855,0.639,1,-7.109,0,0.48,0.0438,0.0,0.166,0.556,140.038,302681
What I Do (feat. Gucci Mane & OJ Da Juiceman),0.804,0.537,8,-7.076,1,0.232,0.0197,0.0,0.263,0.196,139.95,207256
"Flexxin (feat. Gucci Mane, OJ Da Juiceman & David Blayne)",0.701,0.541,1,-3.462,1,0.0384,0.0669,0.0,0.431,0.611,144.897,229261
