name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Blood Pressure - Dirty,0.567,0.811,11,-5.966,1,0.521,0.00854,0.0,0.181,0.592,86.523,212533
Can I Talk To You (feat. Jadakiss) - Street Mix,0.622,0.73,8,-7.101,1,0.345,0.0119,0.0,0.347,0.358,81.215,266547
SKIT: Real Talk,0.661,0.339,10,-18.223,0,0.855,0.5,0.0,0.753,0.609,86.823,65320
Real Talk,0.709,0.5,0,-8.178,1,0.352,0.088,0.0,0.337,0.724,78.12,276667
Husslin',0.825,0.748,4,-7.508,1,0.251,0.122,0.0,0.268,0.643,96.893,193107
I'm Hungry,0.783,0.658,2,-9.052,1,0.329,0.144,0.0,0.289,0.848,91.294,233680
Around Tha World,0.485,0.724,8,-7.757,1,0.332,0.494,0.0,0.304,0.547,86.672,254307
Hotel (Vacation) Remix (feat. R. Kelly & Trina),0.673,0.681,9,-7.842,0,0.426,0.234,0.0,0.247,0.785,92.034,346440
My Interpretation,0.735,0.877,11,-6.446,1,0.348,0.0507,0.0,0.721,0.536,168.285,188640
Hotel (feat. R. Kelly),0.68,0.659,0,-6.855,1,0.211,0.118,0.0,0.107,0.411,91.259,247040
Lipstick (feat. Jazze Pha),0.812,0.601,11,-10.068,0,0.293,0.238,0.0,0.079,0.468,95.371,225773
Get No Better (feat. Mashonda),0.717,0.597,2,-7.83,1,0.189,0.292,0.0,0.128,0.566,95.018,234853
Make U Scream (feat. Snoop Dogg),0.395,0.711,1,-8.015,0,0.294,0.0809,0.0,0.424,0.612,79.353,243413
SKIT: Tha Problem,0.679,0.415,10,-13.132,1,0.755,0.891,0.0,0.159,0.76,81.264,78640
Tha Problem - Dirty,0.472,0.733,1,-7.237,0,0.357,0.00354,0.0,0.134,0.525,132.715,230427
Pop That Cannon (feat. Styles P.),0.679,0.495,1,-9.627,1,0.343,0.0175,0.0,0.0703,0.668,176.231,250067
Blood Pressure - Dirty,0.657,0.81,11,-5.995,1,0.469,0.00888,0.0,0.208,0.628,87.586,212533
Can I Talk To You (feat. Jadakiss) - Street Mix,0.616,0.737,1,-7.099,1,0.353,0.012,0.0,0.342,0.367,81.167,266547
SKIT: Real Talk,0.667,0.349,10,-18.253,0,0.872,0.506,0.0,0.78,0.685,87.362,65320
Real Talk,0.706,0.496,0,-8.17,1,0.362,0.093,0.0,0.336,0.693,78.1,276667
Husslin',0.824,0.762,6,-7.553,0,0.252,0.137,0.0,0.273,0.662,96.878,193107
I'm Hungry,0.785,0.648,2,-9.105,1,0.341,0.133,0.0,0.191,0.832,91.314,233680
Around Tha World,0.464,0.734,2,-7.774,1,0.363,0.482,0.0,0.332,0.551,80.713,254307
Hotel (Vacation) Remix (feat. R. Kelly & Trina),0.52,0.667,0,-7.83,1,0.472,0.252,0.0,0.249,0.781,97.721,346440
My Interpretation,0.735,0.877,11,-6.451,1,0.351,0.0582,0.0,0.719,0.511,168.364,188667
Hotel (feat. R. Kelly),0.692,0.653,0,-6.878,1,0.214,0.105,0.0,0.112,0.43,91.286,246933
Lipstick (feat. Jazze Pha),0.81,0.601,11,-10.135,0,0.303,0.238,0.0,0.055,0.507,95.45,225760
Get No Better (feat. Mashonda),0.722,0.604,2,-7.885,1,0.163,0.289,0.0,0.0898,0.58,95.024,234933
Make U Scream (feat. Snoop Dogg),0.522,0.707,1,-8.031,0,0.269,0.0817,0.0,0.443,0.56,153.687,243373
SKIT: Tha Problem,0.75,0.42,8,-13.16,0,0.64,0.869,0.0,0.177,0.769,86.643,78667
Tha Problem,0.454,0.729,6,-7.401,0,0.363,0.00273,0.0,0.142,0.541,101.45,230467
Pop That Cannon (feat. Styles P.),0.675,0.466,1,-9.618,1,0.334,0.0155,0.0,0.0646,0.691,176.035,250093
Blood Pressure,0.491,0.777,11,-6.212,1,0.557,0.00896,0.0,0.306,0.633,84.714,212533
Can I Talk To You (feat. Jadakiss) - Radio Mix,0.488,0.728,1,-7.123,1,0.367,0.00972,0.0,0.311,0.377,85.308,266640
SKIT: Real Talk,0.64,0.346,10,-18.207,0,0.908,0.495,0.0,0.712,0.651,83.113,65093
Real Talk,0.709,0.504,0,-8.254,1,0.35,0.0794,0.0,0.323,0.709,78.151,276907
Husslin',0.827,0.751,4,-7.418,1,0.252,0.127,0.0,0.238,0.726,96.872,193067
I'm Hungry,0.796,0.658,9,-9.152,1,0.329,0.142,0.0,0.309,0.854,91.267,233827
Around Tha World,0.632,0.732,8,-7.789,1,0.291,0.504,0.0,0.32,0.535,87.587,253933
Hotel (Vacation) Remix (feat. R. Kelly & Trina),0.7,0.651,9,-7.487,0,0.416,0.244,0.0,0.438,0.765,91.966,291040
Based on a True Story part I,0.714,0.4,6,-13.926,0,0.257,0.0786,4.14e-05,0.45,0.371,83.935,120040
Based on a True Story part II,0.726,0.521,6,-9.977,0,0.0806,0.00545,0.00475,0.232,0.477,88.942,239733
"Oh Me, Oh My",0.818,0.546,9,-9.638,0,0.0835,0.0784,0.0,0.121,0.686,104.226,318893
'Bout a Lotta Thangs,0.846,0.656,7,-7.594,1,0.176,0.0512,0.0,0.195,0.66,102.95,271373
They Don't Live Long,0.82,0.565,1,-7.964,0,0.1,0.0315,0.0,0.127,0.783,101.297,233467
Kill-A-Head,0.806,0.6,0,-9.541,1,0.248,0.00127,0.0,0.353,0.563,90.941,226173
Now They Wanna Holler,0.795,0.662,1,-7.191,1,0.171,0.037,0.0,0.347,0.647,100.421,259627
Going Down Like That,0.823,0.707,2,-8.85,1,0.121,0.00296,4.81e-05,0.225,0.786,113.947,219000
Snowin' in Miami,0.809,0.547,2,-9.017,1,0.133,0.000742,6.99e-06,0.268,0.535,90.859,304467
Smoke Out,0.759,0.558,10,-8.515,0,0.0565,0.00416,0.0,0.108,0.529,110.008,208867
I'll Be Your Player,0.709,0.537,10,-9.491,0,0.117,0.0296,8.32e-06,0.133,0.701,83.988,196600
I Got Plans,0.81,0.782,1,-6.297,1,0.208,0.0819,0.0,0.328,0.614,103.974,253440
Pimp,0.862,0.491,6,-11.939,0,0.215,0.00551,0.00149,0.12,0.61,90.914,270267
Telephone Skit,0.76,0.315,3,-16.052,1,0.92,0.989,0.0,0.616,0.62,75.209,37493
Ho But You Can't Help It,0.894,0.567,11,-9.687,0,0.243,0.00584,0.0,0.12,0.556,112.905,207907
Gone With Your Bad Self,0.872,0.881,4,-7.406,1,0.142,0.00351,0.0,0.361,0.678,134.99,219693
Gone With Your Bad Self - Bom Bom Mix,0.82,0.786,11,-9.086,1,0.0824,0.0103,0.000234,0.317,0.684,135.036,223640
They Don't Live Long,0.838,0.591,1,-8.071,0,0.0837,0.146,0.0,0.0547,0.736,101.348,237267
'Bout A Lotta Thangs,0.836,0.642,7,-7.807,1,0.143,0.04,0.0,0.111,0.671,102.923,240600
"Oh Me, Oh My",0.836,0.554,7,-9.5,1,0.155,0.0817,0.0,0.198,0.576,104.218,195133
Kill-A-Head,0.813,0.596,7,-9.396,1,0.231,0.00142,0.0,0.354,0.536,90.922,222640
Now They Wanna Holler,0.799,0.65,1,-7.206,1,0.197,0.0369,0.0,0.343,0.637,100.431,259467
Going Down Like That,0.811,0.709,6,-9.031,0,0.0864,0.00139,0.000302,0.319,0.591,113.913,211400
I'll Be Your Player,0.706,0.54,3,-9.548,0,0.0972,0.0301,8.54e-05,0.1,0.717,83.967,198507
"Based on a True Story, Pt. II",0.776,0.537,2,-9.747,1,0.0716,0.00232,0.0142,0.121,0.586,88.928,239493
Pimp,0.86,0.488,6,-11.802,0,0.164,0.0026,0.0332,0.109,0.624,90.923,269173
I Got Plans,0.806,0.8,6,-5.913,1,0.132,0.0699,4.04e-06,0.0457,0.657,103.936,234600
Gone With Your Bad Self,0.884,0.902,1,-7.633,0,0.121,0.00346,0.0,0.244,0.641,134.968,219827
Gone With Your Bad Self Remix - Bom Bom Mix,0.819,0.805,1,-8.941,1,0.0783,0.0108,0.000162,0.315,0.69,135.007,223640
In the Hood,0.703,0.934,6,-3.616,0,0.354,0.212,0.0,0.696,0.523,107.543,250827
Rules,0.803,0.868,6,-3.902,1,0.305,0.0185,0.0,0.0821,0.936,95.514,233640
Chrome Wheels,0.799,0.782,11,-6.053,0,0.23,0.0213,0.0,0.0769,0.582,94.079,254827
Soul Power (Black Jungle) (feat. Flavor Flav),0.711,0.86,6,-4.851,0,0.299,0.0227,0.0,0.0519,0.424,99.51,292600
Uzi (Pinky Ring),0.787,0.882,6,-4.52,0,0.297,0.0337,0.0,0.0559,0.504,103.72,320200
One of These Days,0.768,0.641,10,-4.812,0,0.355,0.00985,0.0,0.0703,0.732,180.294,253573
Ya'll Been Warned,0.792,0.827,8,-5.454,1,0.322,0.29,0.0,0.37,0.545,95.776,255493
Babies,0.475,0.812,10,-5.02,0,0.31,0.0352,0.0,0.159,0.447,80.902,308040
Radioactive (Four Assassins),0.746,0.837,9,-4.55,0,0.189,0.0315,5.15e-05,0.278,0.593,97.743,210067
Back In the Game (feat. Ronald Isley),0.798,0.699,10,-5.884,0,0.348,0.32,0.0,0.67,0.811,96.091,274133
Iron Flag,0.575,0.946,4,-6.169,0,0.478,0.252,0.0,0.385,0.331,91.728,193400
Da Glock,0.658,0.75,0,-6.787,1,0.61,0.528,0.0,0.13,0.53,116.873,192800
Dashing (Reasons),0.729,0.821,4,-4.565,0,0.327,0.104,3.53e-06,0.194,0.648,181.147,284400
In the Hood,0.713,0.955,6,-3.325,0,0.309,0.162,0.0,0.712,0.513,107.991,209133
Rules,0.818,0.845,6,-4.039,1,0.355,0.0162,0.0,0.0483,0.915,95.563,232827
Chrome Wheels,0.814,0.799,11,-5.931,0,0.258,0.053,0.0,0.0668,0.644,94.523,254840
Soul Power (Black Jungle) (feat. Flavor Flav),0.696,0.869,6,-4.985,0,0.313,0.0414,0.0,0.0638,0.461,100.004,291427
Uzi (Pinky Ring),0.769,0.908,6,-3.821,0,0.333,0.059,0.0,0.068,0.491,104.214,318640
One of These Days,0.764,0.626,10,-4.733,0,0.364,0.00908,0.0,0.0731,0.743,180.562,253560
Ya'll Been Warned,0.805,0.822,8,-5.271,1,0.329,0.311,0.0,0.425,0.624,96.138,254400
Babies,0.508,0.827,8,-5.206,1,0.361,0.0719,0.0,0.153,0.396,80.962,306867
Radioactive (Four Assassins),0.728,0.835,9,-4.534,0,0.169,0.0277,0.000805,0.325,0.572,98.162,210107
Back In the Game (feat. Ronald Isley),0.802,0.727,10,-5.68,0,0.329,0.356,0.0,0.657,0.839,95.897,242933
Iron Flag,0.61,0.947,4,-6.309,0,0.433,0.312,0.0,0.326,0.325,92.107,207200
Dashing (Reasons),0.878,0.845,4,-4.703,0,0.184,0.111,0.0,0.35,0.682,90.957,261094
アバヴ・ザ・クラウズ,0.481,0.922,5,-4.358,0,0.319,0.331,0.000122,0.253,0.673,172.404,225693
リ・アップ,0.778,0.884,11,-6.153,0,0.278,0.0556,0.0,0.0752,0.469,95.087,209733
ヒップ・ホップ・フューリー,0.547,0.82,7,-6.09,1,0.324,0.0538,0.0913,0.123,0.664,172.156,224733
ゴッツ・ライク・カム・オン・スルー,0.651,0.786,9,-6.677,1,0.286,0.201,0.0,0.346,0.467,85.725,276640
イン・トラブル,0.74,0.848,9,-5.588,1,0.331,0.107,0.0,0.12,0.641,92.442,263000
スリー・アミーゴス(イフ・イッツ・オン),0.835,0.821,7,-7.067,1,0.332,0.03,0.0,0.0687,0.926,92.832,217360
エン・ワイ・シー・エヴリシング,0.724,0.906,10,-4.039,0,0.21,0.00872,0.0,0.0844,0.631,93.965,256067
ランブル,0.684,0.756,1,-6.167,0,0.228,0.00246,0.000291,0.175,0.323,94.832,270040
デイんジャラス・マインズ,0.508,0.804,8,-4.224,0,0.327,0.188,0.0,0.294,0.76,85.29,294560
トゥ・ザ・レスキュー,0.648,0.893,6,-5.895,0,0.268,0.131,0.0,0.189,0.367,92.58,240640
グレイハウンド・パート・ツー(ジザ・ミックス),0.598,0.795,1,-7.364,1,0.479,0.0161,0.0157,0.229,0.512,160.502,202733
キャテキズム,0.451,0.831,1,-6.922,1,0.24,0.000297,7.59e-05,0.102,0.474,87.621,115893
レフト・アンド・ライト,0.842,0.4,1,-9.713,1,0.612,0.245,0.0,0.52,0.784,92.382,338600
アイズ・ア・ブリード(レザ・リミックス),0.678,0.832,10,-6.876,1,0.286,0.0636,0.00672,0.0861,0.348,191.999,284040
ハード・ツ・キル,0.665,0.861,2,-6.326,1,0.245,0.0298,0.0,0.303,0.653,178.567,241933
ウータン・クラン・ライヴ・フリースタイル,0.667,0.61,10,-9.624,0,0.462,0.154,0.0,0.315,0.614,94.204,225560
オンリー・フォア・マイ・ニガーズ,0.793,0.577,1,-5.541,1,0.258,0.0969,0.0,0.0771,0.818,95.596,197040
Intro (Shaolin Finger Jab) / Chamber Music (feat. Junior Reid),0.679,0.975,6,-4.236,1,0.358,0.584,0.0,0.345,0.173,102.937,267333
"Careful (Click, Click)",0.841,0.614,11,-5.101,1,0.226,0.0152,0.0,0.255,0.545,90.366,262293
Hollow Bones,0.475,0.57,8,-6.387,0,0.334,0.657,0.0,0.279,0.874,154.144,214267
Redbull (feat. Redman),0.686,0.899,5,-4.039,1,0.379,0.25,0.0,0.34,0.683,96.637,233867
One Blood Under W (feat. Junior Reid),0.725,0.611,11,-4.339,0,0.423,0.182,0.0,0.269,0.786,165.841,251467
Conditioner (feat. Snoop Dogg),0.81,0.544,11,-8.057,0,0.258,0.43,0.0,0.763,0.437,88.006,331333
Protect Ya Neck (The Jump Off),0.798,0.795,0,-5.314,0,0.271,0.489,0.0,0.377,0.725,104.906,237707
Let My Niggas Live (feat. Nas),0.749,0.628,10,-10.722,0,0.346,0.053,0.0,0.847,0.501,93.032,271267
I Can't Go to Sleep,0.385,0.579,5,-5.844,0,0.0686,0.433,0.0,0.136,0.727,138.194,215200
Do You Really (Thang Thang),0.786,0.588,11,-6.809,0,0.354,0.112,0.0,0.0878,0.476,92.1,278467
The Monument,0.731,0.708,1,-6.284,1,0.368,0.378,0.0,0.0637,0.764,92.693,158067
Gravel Pit,0.763,0.757,7,-6.481,1,0.354,0.28,0.0,0.859,0.499,120.929,290667
Jah World,0.472,0.826,1,-5.12,1,0.122,0.745,0.00468,0.224,0.461,70.091,230827
Intro (Shaolin Finger Jab) / Chamber Music (feat. Junior Reid),0.622,0.972,1,-4.24,1,0.356,0.565,0.0,0.3,0.2,102.96,266600
"Careful (Click, Click)",0.831,0.571,11,-5.648,1,0.303,0.0238,0.0,0.688,0.438,90.367,296427
Hollow Bones,0.448,0.631,6,-6.266,1,0.36,0.645,0.0,0.401,0.841,73.173,217333
Redbull (feat. Redman),0.652,0.895,0,-3.993,1,0.37,0.24,0.0,0.389,0.687,95.97,233973
One Blood Under W (feat. Junior Reid),0.765,0.607,11,-4.339,0,0.401,0.184,0.0,0.296,0.781,165.851,251427
Conditioner (feat. Snoop Dogg),0.823,0.54,11,-8.094,0,0.257,0.472,0.0,0.744,0.427,88.002,332507
Protect Ya Neck (The Jump Off),0.783,0.797,0,-5.333,0,0.267,0.472,0.0,0.378,0.722,104.895,238560
Let My Niggas Live (feat. Nas),0.541,0.784,10,-6.159,0,0.363,0.0691,0.0,0.769,0.503,90.952,269773
I Can't Go to Sleep,0.457,0.575,5,-5.875,0,0.0781,0.429,0.0,0.138,0.702,68.952,215227
Do You Really (Thang Thang),0.783,0.595,1,-7.415,1,0.405,0.144,0.0,0.493,0.507,92.031,322040
The Monument (feat. Busta Rhymes),0.74,0.747,1,-6.162,1,0.362,0.348,0.0,0.157,0.749,92.781,157493
Gravel Pit,0.773,0.755,7,-5.784,1,0.293,0.26,0.0,0.908,0.512,120.959,291267
Jah World,0.476,0.83,5,-5.129,0,0.115,0.734,0.0106,0.208,0.461,69.798,231040
Intro (Shaolin Finger Jab) / Chamber Music (feat. Junior Reid),0.679,0.975,6,-4.236,1,0.359,0.583,0.0,0.345,0.173,102.938,267333
"Careful (Click, Click)",0.841,0.614,11,-5.101,1,0.226,0.0152,0.0,0.255,0.545,90.366,262293
Hollow Bones,0.475,0.57,8,-6.387,0,0.334,0.657,0.0,0.279,0.874,154.144,214267
Redbull (feat. Redman),0.686,0.899,5,-4.039,1,0.379,0.25,0.0,0.34,0.683,96.637,233867
One Blood Under W (feat. Junior Reid),0.725,0.611,11,-4.339,0,0.423,0.182,0.0,0.269,0.786,165.841,251467
Conditioner (feat. Snoop Dogg),0.81,0.544,11,-8.057,0,0.258,0.43,0.0,0.763,0.437,88.006,331333
Protect Ya Neck (The Jump Off),0.798,0.795,0,-5.314,0,0.271,0.489,0.0,0.377,0.725,104.906,237707
Let My Niggas Live (feat. Nas),0.749,0.628,10,-10.722,0,0.346,0.053,0.0,0.847,0.501,93.032,271267
I Can't Go to Sleep,0.385,0.579,5,-5.844,0,0.0686,0.433,0.0,0.136,0.727,138.194,215200
Do You Really (Thang Thang),0.786,0.588,11,-6.809,0,0.354,0.112,0.0,0.0878,0.476,92.1,278467
The Monument,0.731,0.708,1,-6.284,1,0.368,0.378,0.0,0.0637,0.764,92.693,158067
Gravel Pit,0.763,0.757,7,-6.481,1,0.354,0.28,0.0,0.859,0.499,120.929,290667
Jah World,0.472,0.826,1,-5.12,1,0.122,0.745,0.00468,0.224,0.461,70.091,230827
フォース・チェインバー,0.685,0.419,1,-7.73,1,0.0714,0.0336,0.000594,0.0894,0.0385,89.469,276693
ウー・ギャンビーノス,0.694,0.649,9,-5.673,0,0.349,0.103,0.000187,0.108,0.508,98.881,340467
ザ・ウァット,0.614,0.6,9,-11.641,0,0.444,0.203,0.0,0.0823,0.74,173.985,238267
コールド・ワールド(レザ・ミックス),0.765,0.561,7,-10.224,1,0.418,0.132,8.68e-05,0.117,0.489,91.147,268533
トラジェディイ,0.704,0.61,10,-12.649,0,0.385,0.0332,5.89e-05,0.11,0.737,169.979,228573
ブラック・トランプ,0.84,0.59,6,-8.346,1,0.365,0.0443,0.0,0.221,0.75,92.383,260493
ヒップ・ホップ・ジャンキーズ,0.838,0.661,4,-8.333,0,0.344,0.0739,0.0,0.288,0.72,97.94,294107
ガンズ・アン・ワンズ,0.62,0.669,8,-9.856,0,0.465,0.00195,0.0,0.35,0.861,88.105,258067
ルテュンザ・ヒット,0.798,0.422,9,-14.028,0,0.274,0.194,0.0,0.301,0.616,94.473,246600
ウェイク・アップ,0.545,0.855,6,-12.027,1,0.696,0.64,0.0,0.108,0.716,176.304,302133
ヤング・ゴッズ,0.658,0.663,7,-12.206,0,0.41,0.251,0.0,0.388,0.641,92.173,311333
ライト・バック・アット・ユー,0.465,0.455,0,-11.559,1,0.41,0.00238,0.0,0.0583,0.147,86.875,294560
ウァットエヴァー・ハッペンド(ザ・バース),0.748,0.579,1,-11.451,1,0.414,0.114,0.0,0.0618,0.699,178.543,218773
セミ・オートマチック・フル・ラップ・メタル・ジャケット,0.823,0.606,10,-12.324,0,0.377,0.328,0.0,0.0943,0.655,98.038,242467
ザ・エンド,0.726,0.571,9,-10.506,0,0.297,0.372,0.0,0.56,0.796,82.722,260000
ナインティシックス・レクリエイション,0.689,0.494,8,-10.42,0,0.516,0.697,5.26e-06,0.476,0.684,94.534,202067
ザ・レガシー,0.709,0.563,7,-10.388,1,0.338,0.288,0.0,0.104,0.49,84.933,142827
コンクリート・ジャングル,0.681,0.766,11,-9.787,0,0.188,0.178,0.0,0.139,0.561,93.029,278973
コー・ディフェンダント,0.648,0.696,8,-8.977,1,0.25,0.472,0.0,0.321,0.716,91.984,228600
エス・オー・エス,0.5,0.736,2,-7.66,1,0.622,0.126,0.0,0.102,0.682,89.161,222960
エクセキュート・ゼム,0.778,0.482,5,-9.46,1,0.19,0.571,0.000114,0.202,0.744,96.01,220533
ブロンクス・ウォア・ストーリーズ,0.67,0.89,11,-9.182,0,0.324,0.451,0.0,0.226,0.603,94.301,199000
アンド・ジャスティス・フォア・オール,0.78,0.822,1,-6.395,1,0.254,0.385,0.0,0.173,0.826,90.145,296200
パニッシュメント,0.806,0.69,0,-8.665,1,0.16,0.179,3.88e-06,0.234,0.85,90.065,282200
バスタード・ソーズマン,0.724,0.644,8,-7.405,1,0.322,0.407,0.0,0.109,0.353,90.121,259467
オン・ザ・ストレンス,0.749,0.681,11,-9.217,0,0.317,0.357,0.00244,0.158,0.705,98.863,273733
コブラ・クラッチ,0.726,0.499,2,-10.38,1,0.274,0.0789,0.0,0.351,0.432,94.157,222133
ウェア・ワズ・ヘヴン,0.71,0.607,7,-11.239,1,0.447,0.786,0.0,0.104,0.681,79.921,198373
ナインティセヴン・メンタリティー,0.611,0.629,10,-6.059,0,0.202,0.781,0.0,0.268,0.679,93.928,216200
フェイタル・スティング,0.86,0.469,11,-10.937,0,0.0801,0.0307,2.27e-05,0.152,0.264,92.987,230333
Wu-Revolution (feat. Poppa Wu & Uncle Pete),0.674,0.645,0,-7.501,1,0.252,0.00631,0.000115,0.266,0.475,159.927,406427
Reunited,0.611,0.721,8,-7.607,1,0.443,0.037,0.000116,0.184,0.832,180.072,321733
For Heavens Sake (feat. Cappadonna),0.535,0.856,0,-4.6,1,0.253,0.0895,0.0,0.279,0.649,178.029,253707
Cash Still Rules / Scary Hours (Still Don't Nothing Move but the Money),0.552,0.675,10,-6.695,0,0.364,0.224,0.0,0.2,0.876,119.448,181600
Visionz,0.776,0.596,11,-6.017,0,0.348,0.0197,0.0,0.2,0.437,88.927,189267
As High as Wu-Tang Get,0.823,0.561,7,-7.33,1,0.322,0.00497,7.76e-05,0.142,0.561,91.979,158133
Severe Punishment,0.635,0.674,4,-6.771,0,0.342,0.015,1.01e-05,0.201,0.467,102.174,289733
Older Gods,0.855,0.719,9,-9.123,1,0.304,0.0177,0.0,0.113,0.655,93.046,185960
Maria (feat. Cappadonna),0.627,0.632,1,-9.085,1,0.405,0.187,0.0,0.716,0.727,89.587,175373
A Better Tomorrow,0.667,0.551,11,-9.631,1,0.289,0.0152,1.05e-06,0.677,0.369,91.072,295200
It's Yourz,0.817,0.794,11,-9.433,0,0.334,0.0835,0.0,0.798,0.621,93.067,256893
Intro,0.469,0.413,5,-11.599,0,0.342,0.866,0.0,0.167,0.737,81.596,122800
Triumph (feat. Cappadonna),0.722,0.639,2,-6.959,1,0.373,0.000917,2.79e-05,0.352,0.324,90.972,338187
Impossible (feat. Tekitha),0.547,0.569,6,-7.936,1,0.394,0.0101,4.39e-06,0.303,0.458,191.551,268933
Little Ghetto Boys (feat. Cappadonna),0.698,0.602,1,-7.48,1,0.244,0.00433,0.000112,0.627,0.528,100.126,289427
Deadly Melody (feat. Street Life),0.618,0.513,1,-10.706,1,0.444,0.0125,0.0,0.853,0.758,178.179,260200
The City,0.592,0.722,8,-8.011,0,0.117,0.000239,0.0152,0.394,0.294,92.59,245707
The Projects,0.691,0.737,8,-6.614,0,0.311,0.204,0.0,0.193,0.701,86.019,197907
Bells of War,0.626,0.517,11,-9.353,1,0.346,0.164,0.0001,0.149,0.502,94.52,312133
The M.G.M.,0.688,0.725,2,-8.032,1,0.291,0.000431,0.000399,0.416,0.56,95.02,158693
Dog Sh*t,0.726,0.599,6,-7.498,0,0.307,0.107,0.0,0.785,0.753,92.162,214827
Duck Seazon,0.703,0.564,1,-8.64,0,0.503,0.0754,0.0,0.424,0.675,172.387,342360
Hellz Wind Staff (feat. Street Life),0.737,0.809,2,-8.742,1,0.288,0.00735,0.0,0.25,0.683,102.318,292227
Heaterz (feat. Cappadonna),0.565,0.866,11,-9.328,0,0.643,0.109,0.0,0.433,0.548,87.098,326267
Black Shampoo,0.64,0.48,10,-12.254,1,0.176,0.064,0.0141,0.638,0.469,94.024,229933
Second Coming (feat. Tekitha),0.565,0.646,7,-5.912,1,0.0383,0.000255,0.0737,0.313,0.154,140.041,279600
The Closing,0.503,0.558,9,-13.906,0,0.949,0.589,0.0,0.0807,0.262,167.939,157293
Wu - Revolution (feat. Poppa Wu & Uncle Pete),0.66,0.644,7,-7.547,1,0.252,0.00546,0.000214,0.276,0.46,159.836,405733
Reunited,0.59,0.737,10,-7.619,0,0.457,0.0464,0.00028,0.194,0.817,180.219,321733
For Heavens Sake (feat. Cappadonna),0.684,0.851,0,-4.711,1,0.192,0.0854,0.0,0.371,0.601,89.047,253293
Cash Still Rules / Scary Hours (Still Don't Nothing Move But the Money),0.501,0.665,10,-6.706,0,0.294,0.209,0.0,0.102,0.885,79.824,181867
Visionz,0.807,0.589,11,-6.037,1,0.369,0.0156,0.0,0.295,0.367,88.983,189333
As High as Wu-Tang Get,0.898,0.633,7,-5.558,1,0.287,0.0142,0.0,0.0986,0.646,91.926,158040
Severe Punishment,0.635,0.671,4,-6.741,0,0.35,0.0127,1.86e-05,0.215,0.43,102.151,289760
Older Gods,0.847,0.715,11,-9.117,0,0.315,0.0171,0.0,0.0776,0.629,93.06,185973
Maria (feat. Cappadonna),0.597,0.639,10,-9.051,0,0.372,0.253,0.0,0.657,0.72,89.404,175493
A Better Tomorrow,0.732,0.62,11,-7.38,0,0.273,0.0747,0.0,0.533,0.495,90.883,295067
It's Yourz,0.804,0.773,1,-9.403,1,0.329,0.0676,0.0,0.759,0.597,93.085,256107
Intro,0.477,0.4,8,-11.711,1,0.266,0.87,0.0,0.21,0.745,89.533,123467
Triumph (feat. Cappadonna),0.746,0.739,2,-4.554,1,0.351,0.0063,0.0,0.32,0.431,91.115,338000
Impossible (feat. Tekitha),0.78,0.646,6,-6.634,1,0.257,0.0313,0.0,0.118,0.619,95.436,268933
Little Ghetto Boys (feat. Cappadonna),0.728,0.73,8,-6.411,1,0.226,0.0147,0.0,0.579,0.661,100.135,289507
Deadly Melody (feat. Street Life),0.676,0.607,10,-8.256,0,0.426,0.0209,0.0,0.774,0.818,178.123,260427
The City,0.586,0.7,8,-7.797,0,0.0832,0.000242,0.0216,0.381,0.229,93.111,245133
The Projects,0.498,0.734,8,-6.245,0,0.375,0.208,0.0,0.153,0.669,172.176,198373
Bells Of War,0.84,0.562,6,-7.856,1,0.21,0.264,0.0,0.294,0.518,94.999,312093
The M.G.M.,0.65,0.722,11,-7.736,0,0.287,0.000318,0.000718,0.408,0.55,95.002,158773
Dog Sh*t,0.715,0.589,2,-6.423,1,0.279,0.235,0.0,0.839,0.781,92.014,214867
Duck Seazon,0.75,0.583,1,-8.371,0,0.464,0.218,0.0,0.27,0.641,171.973,342400
Hellz Wind Staff (feat. Street Life),0.802,0.806,2,-8.691,1,0.269,0.0454,0.0,0.33,0.749,102.101,292467
Heaterz (feat. Cappadonna),0.644,0.879,6,-8.322,0,0.822,0.213,0.0,0.625,0.469,87.194,326027
Black Shampoo,0.676,0.485,10,-10.7,1,0.141,0.151,3.29e-05,0.841,0.464,94.064,230333
Second Coming (feat. Tekitha),0.57,0.642,7,-5.669,1,0.0377,0.00023,0.0492,0.313,0.187,140.203,278867
The Closing,0.462,0.736,9,-13.857,0,0.896,0.315,0.0,0.0768,0.0998,166.207,160840
Bring Da Ruckus,0.794,0.627,11,-9.431,1,0.36,0.233,0.0,0.35,0.518,87.554,251467
Shame On a Nigga,0.889,0.466,1,-10.74,1,0.36,0.0846,7.44e-06,0.384,0.403,100.17,177067
Clan In Da Front,0.707,0.617,6,-12.519,1,0.303,0.22,0.00018,0.13,0.594,96.051,273320
Wu-Tang: 7th Chamber,0.854,0.489,6,-11.455,1,0.415,0.428,3.1e-06,0.284,0.624,92.11,366307
Can It Be All So Simple / Intermission,0.677,0.252,7,-17.794,1,0.555,0.819,1.77e-06,0.234,0.441,91.484,413000
Da Mystery of Chessboxin',0.925,0.388,2,-10.508,1,0.419,0.334,0.0,0.332,0.359,105.056,287840
Wu-Tang Clan Ain't Nuthing ta F' Wit,0.826,0.566,10,-10.747,0,0.31,0.197,0.0,0.356,0.653,99.13,216133
